c1,c2,pmiss,rho,model,n_per_group,p,rejection_proportion,historical_n_completed,historical_source
0,0.0,0.5,0.4,CHEN,10,100,0.088,250,summary_csv
0,0.0,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
0,0.0,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
0,0.0,0.2,0.0,CHEN,10,150,0.04,250,summary_csv
0,0.0,0.2,0.4,CHEN,10,150,0.052,250,summary_csv
0,0.0,0.5,0.0,CHEN,10,150,0.064,250,summary_csv
0,0.0,0.5,0.4,CHEN,10,150,0.06,250,summary_csv
0,0.0,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
0,0.0,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
1,0.0,0.2,0.0,CHEN,5,50,0.876,250,summary_csv
1,0.0,0.2,0.4,CHEN,5,50,0.384,250,summary_csv
1,0.0,0.5,0.0,CHEN,5,50,0.212,250,summary_csv
1,0.0,0.5,0.4,CHEN,5,50,0.188,250,summary_csv
1,0.0,0.8,0.0,CHEN,5,50,0.712,250,summary_csv
1,0.0,0.8,0.4,CHEN,5,50,0.712,250,summary_csv
1,0.0,0.2,0.0,CHEN,5,100,0.984,250,summary_csv
1,0.0,0.2,0.4,CHEN,5,100,0.476,250,summary_csv
1,0.0,0.5,0.0,CHEN,5,100,0.228,250,summary_csv
1,0.0,0.5,0.4,CHEN,5,100,0.204,250,summary_csv
1,0.0,0.8,0.0,CHEN,5,100,0.54,250,summary_csv
1,0.0,0.8,0.4,CHEN,5,100,0.544,250,summary_csv
1,0.0,0.2,0.0,CHEN,5,150,1.0,250,summary_csv
1,0.0,0.2,0.4,CHEN,5,150,0.468,250,summary_csv
1,0.0,0.5,0.0,CHEN,5,150,0.344,250,summary_csv
1,0.0,0.5,0.4,CHEN,5,150,0.264,250,summary_csv
1,0.0,0.8,0.0,CHEN,5,150,0.412,250,summary_csv
1,0.0,0.8,0.4,CHEN,5,150,0.42,250,summary_csv
1,0.0,0.2,0.0,CHEN,10,50,0.572,250,summary_csv
1,0.0,0.2,0.4,CHEN,10,50,0.348,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,50,0.308,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,50,0.316,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
1,0.0,0.2,0.0,CHEN,10,100,0.836,250,summary_csv
1,0.0,0.2,0.4,CHEN,10,100,0.508,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,100,0.108,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,100,0.108,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
1,0.0,0.2,0.0,CHEN,10,150,0.94,250,summary_csv
1,0.0,0.2,0.4,CHEN,10,150,0.644,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,150,0.108,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,150,0.112,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,50,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,50,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,50,0.78,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,50,0.804,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,50,0.712,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,50,0.712,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,100,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,100,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,100,0.844,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,100,0.872,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,100,0.548,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,100,0.552,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,150,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,150,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,150,0.924,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,150,0.936,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,150,0.416,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,150,0.416,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,50,0.996,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,50,0.996,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,50,0.312,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,50,0.312,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,100,0.124,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,100,0.124,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,150,0.144,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,150,0.144,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,50,0.068,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,50,0.072,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,50,0.108,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,50,0.12,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,50,0.996,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,50,0.996,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,100,0.124,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,100,0.104,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,100,0.096,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,100,0.1,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,100,0.988,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,100,0.988,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,150,0.164,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,150,0.08,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,150,0.152,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,150,0.116,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,150,0.956,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,150,0.96,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,50,0.152,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,50,0.128,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,50,0.92,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,50,0.916,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,100,0.228,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,100,0.168,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,100,0.788,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,100,0.776,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,150,0.264,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,150,0.2,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,150,0.58,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,150,0.588,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,50,0.292,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,50,0.22,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,50,0.292,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,50,0.284,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,100,0.544,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,100,0.284,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,100,0.34,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,100,0.324,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,150,0.672,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,150,0.32,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,150,0.4,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,150,0.34,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,50,0.532,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,50,0.468,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,50,1.0,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,50,1.0,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,100,0.684,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,100,0.608,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,100,1.0,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,100,1.0,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,150,0.84,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,150,0.744,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,150,0.988,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,150,0.984,250,summary_csv
