c1,c2,pmiss,rho,model,n_per_group,p,rejection_proportion,historical_n_completed,historical_source
1,0.0,0.2,0.4,CHEN,10,50,0.412,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,50,0.432,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,50,0.38,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
1,0.0,0.2,0.0,CHEN,10,100,0.784,250,summary_csv
1,0.0,0.2,0.4,CHEN,10,100,0.548,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,100,0.16,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,100,0.172,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
1,0.0,0.2,0.0,CHEN,10,150,0.824,250,summary_csv
1,0.0,0.2,0.4,CHEN,10,150,0.628,250,summary_csv
1,0.0,0.5,0.0,CHEN,10,150,0.124,250,summary_csv
1,0.0,0.5,0.4,CHEN,10,150,0.144,250,summary_csv
1,0.0,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
1,0.0,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,50,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,50,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,50,0.712,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,50,0.74,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,50,0.78,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,50,0.8,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,100,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,100,1.0,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,100,0.756,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,100,0.808,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,100,0.592,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,100,0.592,250,summary_csv
5,0.0,0.2,0.0,CHEN,5,150,1.0,250,summary_csv
5,0.0,0.2,0.4,CHEN,5,150,0.996,250,summary_csv
5,0.0,0.5,0.0,CHEN,5,150,0.876,250,summary_csv
5,0.0,0.5,0.4,CHEN,5,150,0.88,250,summary_csv
5,0.0,0.8,0.0,CHEN,5,150,0.524,250,summary_csv
5,0.0,0.8,0.4,CHEN,5,150,0.536,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,50,0.964,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,50,0.964,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,50,0.392,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,50,0.4,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,100,0.996,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,100,0.996,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,100,0.192,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,100,0.2,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
5,0.0,0.2,0.0,CHEN,10,150,0.996,250,summary_csv
5,0.0,0.2,0.4,CHEN,10,150,0.996,250,summary_csv
5,0.0,0.5,0.0,CHEN,10,150,0.168,250,summary_csv
5,0.0,0.5,0.4,CHEN,10,150,0.164,250,summary_csv
5,0.0,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
5,0.0,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,50,0.112,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,50,0.064,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,50,0.072,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,50,0.088,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,50,0.992,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,50,0.988,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,100,0.14,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,100,0.088,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,100,0.14,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,100,0.096,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,100,0.988,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,100,0.988,250,summary_csv
0,0.15,0.2,0.0,CHEN,5,150,0.14,250,summary_csv
0,0.15,0.2,0.4,CHEN,5,150,0.064,250,summary_csv
0,0.15,0.5,0.0,CHEN,5,150,0.124,250,summary_csv
0,0.15,0.5,0.4,CHEN,5,150,0.14,250,summary_csv
0,0.15,0.8,0.0,CHEN,5,150,0.972,250,summary_csv
0,0.15,0.8,0.4,CHEN,5,150,0.972,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,50,0.168,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,50,0.14,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,50,0.876,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,50,0.852,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,50,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,50,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,100,0.236,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,100,0.168,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,100,0.772,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,100,0.788,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,100,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,100,1.0,250,summary_csv
0,0.15,0.2,0.0,CHEN,10,150,0.264,250,summary_csv
0,0.15,0.2,0.4,CHEN,10,150,0.184,250,summary_csv
0,0.15,0.5,0.0,CHEN,10,150,0.62,250,summary_csv
0,0.15,0.5,0.4,CHEN,10,150,0.62,250,summary_csv
0,0.15,0.8,0.0,CHEN,10,150,1.0,250,summary_csv
0,0.15,0.8,0.4,CHEN,10,150,1.0,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,50,0.328,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,50,0.268,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,50,0.296,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,50,0.296,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,100,0.528,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,100,0.28,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,100,0.348,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,100,0.316,250,summary_csv
0,0.3,0.2,0.0,CHEN,5,150,0.568,250,summary_csv
0,0.3,0.2,0.4,CHEN,5,150,0.3,250,summary_csv
0,0.3,0.5,0.0,CHEN,5,150,0.34,250,summary_csv
0,0.3,0.5,0.4,CHEN,5,150,0.376,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,50,0.504,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,50,0.476,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,50,1.0,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,50,1.0,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,100,0.608,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,100,0.584,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,100,0.992,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,100,0.996,250,summary_csv
0,0.3,0.2,0.0,CHEN,10,150,0.792,250,summary_csv
0,0.3,0.2,0.4,CHEN,10,150,0.676,250,summary_csv
0,0.3,0.5,0.0,CHEN,10,150,0.992,250,summary_csv
0,0.3,0.5,0.4,CHEN,10,150,0.992,250,summary_csv
